title,street,city,state,phone,website,category,segment,use_case_en,use_case_es
IDEA Mesquite Hills,11881 Dyer St,El Paso,Texas,(915) 888-4700,https://ideapublicschools.org/our-schools/idea-mesquite-hills,Public educational institution,school_k12,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
North Star Elementary School,5950 Sean Haggerty Dr,El Paso,Texas,(915) 434-6700,https://www.yisd.net/northstar,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Tom Lea Elementary School,4851 Marcus Uribe Dr,El Paso,Texas,(915) 230-5450,https://www.episd.org/tomlea,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Nolan Richardson Middle School,11350 Loma Franklin Dr,El Paso,Texas,(915) 236-6650,http://richardson.episd.org/,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
Dr. Lawrence A. Nixon Elementary School,11141 Loma Roja Dr,El Paso,Texas,(915) 236-5900,https://www.episd.org/o/nies,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
nixon elementary,11141 Loma Roja Dr,El Paso,Texas,(915) 236-5900,https://www.episd.org/o/nies,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Smiles & Dimples Childcare,11280 Northview Dr,El Paso,Texas,(915) 248-9872,,Preschool,school_k12,"your family days, parent appreciation events and Pre-K graduation","los días familiares, eventos de agradecimiento a padres y la graduación de Pre-K"
El Paso Community College - Administrative Services Center - EPCC ASC,9050 Viscount Blvd,El Paso,Texas,(915) 831-3722,http://www.epcc.edu/,Community college,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
"College, Career & Technology Academy",2851 Grant Ave,El Paso,Texas,(915) 236-7700,https://www.episd.org/CCTA,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
El Paso Comunity college,10826 Pellicano Dr,El Paso,Texas,,,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
House of Prayer Church of God,5940 Sean Haggerty Dr,El Paso,Texas,(915) 821-1810,https://houseofprayerelpaso.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Good News El Paso Church,4752 Robert Acosta Dr,El Paso,Texas,(915) 757-5055,https://www.facebook.com/goodnewselpaso,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Chapel of the North Hills,4501 Jon Cunningham Blvd,El Paso,Texas,(915) 356-9775,https://cnhelpaso.org/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
El Paso Zen Center,2718 N Campbell St,El Paso,Texas,,https://www.elpasozen.org/,Buddhist temple,church,"your cultural festivals, holiday celebrations and community pujas","los festivales culturales, celebraciones de festividades y eventos comunitarios"
Soka Gakkai Intl-USA,2901 N Campbell St,El Paso,Texas,(915) 534-7022,https://www.sgi-usa.org/,Buddhist temple,church,"your cultural festivals, holiday celebrations and community pujas","los festivales culturales, celebraciones de festividades y eventos comunitarios"
EPCC LITTLE TEMPLE,,El Paso,Texas,,,Religious institution,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Christ Community Methodist Church,4447 Loma Clara Ct,El Paso,Texas,(915) 755-4193,,Methodist church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Centro Cristiano Esmirna,11000 Dyer St,El Paso,Texas,(915) 240-3080,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Kidmon hall,5433 Pedro Lucero Dr,El Paso,Texas,,,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Zoom Spanish For All,1600 Resler Dr,El Paso,Texas,(915) 408-7719,,Adult education school,other,"your community events, registration drives and outdoor ceremonies","los eventos comunitarios, jornadas de inscripción y ceremonias al aire libre"
College of Health Sciences and College of Nursing Building,1851 Wiggins Rd,El Paso,Texas,(915) 747-7280,https://www.utep.edu/nursing/,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
Southwest University Education Center,801 S Florence St,El Paso,Texas,,,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
Woody L. Hunt College of Business,"799689, 500 W University Ave",El Paso,TX,(915) 747-5241,http://www.utep.edu/business/,University,higher_ed,"your orientation, alumni receptions, college fairs and commencement","la orientación, recepciones de exalumnos, ferias universitarias y graduación"
Roger Bacon College,2400 Marr St,El Paso,Texas,(915) 565-2921,https://sites.google.com/view/rogerbaconcollege/home,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
College of Engineering Dean's Suite,1981 Hawthorne St,El Paso,Texas,,,Engineering school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Lydia Patterson Institute,517 S Florence St,El Paso,Texas,(915) 533-8286,https://lpi-elpaso.org/,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Radford School,2001 Radford St,El Paso,Texas,(915) 565-2737,http://radfordschool.org/,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Hillside Elementary School,4500 Clifton Ave,El Paso,Texas,(915) 236-0100,http://www.episd.org/,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
El Paso Country Day School,220 E Cliff Dr,El Paso,Texas,(915) 533-4492,http://epcds.org/,Middle school,school_k12,"your back-to-school night, fall festival, dances and sports tournaments","la noche de regreso a clases, festival de otoño, bailes y torneos deportivos"
Crockett Elementary School,3200 Wheeling Ave,El Paso,Texas,(915) 236-8675,,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
El Paso High School,800 E Schuster Ave,El Paso,Texas,(915) 236-2500,https://www.episd.org/elpaso,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
St. Clement's Parish School,600 Montana Ave,El Paso,Texas,(915) 533-4248,http://www.stclements.org/,Private educational institution,school_k12,"your open houses, fundraising galas, family days and graduations","los open houses, galas de recaudación, días familiares y graduaciones"
Mesita Elementary School,3307 N Stanton St,El Paso,Texas,(915) 236-6850,http://mesita.episd.org/,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Vilas Elementary School,220 Lawton Dr,El Paso,Texas,(915) 236-6850,,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Austin High School,3500 Memphis Ave,El Paso,Texas,(915) 236-4200,http://austin.episd.org/,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Father Yermo Schools PreK-12,250 Washington St,El Paso,Texas,(915) 533-3185,https://www.fatheryermoelpaso.org/,General education school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Hawkins Elementary School,5816 Stephenson Ave,El Paso,Texas,(915) 236-8900,http://hawkins.episd.org/,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
Bowie High School,801 S San Marcial St,El Paso,Texas,(915) 236-7000,https://www.episd.org/bowie,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Frederick Douglass Elementary School,101 S Eucalyptus St,El Paso,Texas,(915) 236-8750,,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
St. Joseph's School,1300 Lamar St,El Paso,Texas,(915) 566-1661,http://stjoseph-school.org/,Private educational institution,school_k12,"your open houses, fundraising galas, family days and graduations","los open houses, galas de recaudación, días familiares y graduaciones"
Loretto Academy,1300 Hardaway St,El Paso,Texas,(915) 566-8400,http://www.loretto.org/,Girls' high school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
St Patrick's Elementary School,1111 N Stanton St,El Paso,Texas,(915) 532-4142,https://www.saintpatrickelpaso.org/,Elementary school,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
