title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,categories/20,categories/21,categories/22,url,categoryName
Chapel of the North Hills,4.8,10,4501 Jon Cunningham Blvd,El Paso,Texas,US,https://cnhelpaso.org/,(915) 356-9775,Baptist church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapel%20of%20the%20North%20Hills&query_place_id=ChIJ--q7gYpT54YRhBsl-_EAmgE,Baptist church
El Paso Zen Center,5,2,2718 N Campbell St,El Paso,Texas,US,https://www.elpasozen.org/,,Buddhist temple,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Zen%20Center&query_place_id=ChIJ95B4GgBZ54YRRLs6AnwnD2U,Buddhist temple
Soka Gakkai Intl-USA,4.6,23,2901 N Campbell St,El Paso,Texas,US,https://www.sgi-usa.org/,(915) 534-7022,Buddhist temple,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Soka%20Gakkai%20Intl-USA&query_place_id=ChIJNz5ftUVY54YRDTpKf0bTmJk,Buddhist temple
EPCC LITTLE TEMPLE,,,,El Paso,Texas,US,,,Religious institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EPCC%20LITTLE%20TEMPLE&query_place_id=ChIJgdgJ1P5Y54YR8Xtm-ye2b64,Religious institution
Christ Community Methodist Church,5,4,4447 Loma Clara Ct,El Paso,Texas,US,,(915) 755-4193,Methodist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Christ%20Community%20Methodist%20Church&query_place_id=ChIJ9aH4sHlU54YRfO-fPXoruDE,Methodist church
Centro Cristiano Esmirna,5,6,11000 Dyer St,El Paso,Texas,US,,(915) 240-3080,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Centro%20Cristiano%20Esmirna&query_place_id=ChIJ2f9m7apT54YRan2_mmyelSM,Church
Kidmon hall,,,5433 Pedro Lucero Dr,El Paso,Texas,US,,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kidmon%20hall&query_place_id=ChIJbwFUHgBT54YRQjDHFwkoCAc,Church
Zoom Spanish For All,5,1,1600 Resler Dr,El Paso,Texas,US,,(915) 408-7719,Adult education school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zoom%20Spanish%20For%20All&query_place_id=ChIJJ6dSmWv53YYR4eKqsMzNiJk,Adult education school
College of Health Sciences and College of Nursing Building,4.9,17,1851 Wiggins Rd,El Paso,Texas,US,https://www.utep.edu/nursing/,(915) 747-7280,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=College%20of%20Health%20Sciences%20and%20College%20of%20Nursing%20Building&query_place_id=ChIJG4TeKF9Y54YR56JQXe62Apw,University
Southwest University Education Center,,,801 S Florence St,El Paso,Texas,US,,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Southwest%20University%20Education%20Center&query_place_id=ChIJrTVOkhtZ54YRHGbhCyjQ50U,University
Woody L. Hunt College of Business,4.6,7,"799689, 500 W University Ave",El Paso,TX,US,http://www.utep.edu/business/,(915) 747-5241,University,Business school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Woody%20L.%20Hunt%20College%20of%20Business&query_place_id=ChIJCUtb4FhY54YR1r2QyD6_C3w,University
Roger Bacon College,4.9,28,2400 Marr St,El Paso,Texas,US,https://sites.google.com/view/rogerbaconcollege/home,(915) 565-2921,College,Church,Seminary,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roger%20Bacon%20College&query_place_id=ChIJ3UGNrB9a54YR1879KfGKPCc,College
College of Engineering Dean's Suite,4,1,1981 Hawthorne St,El Paso,Texas,US,,,Engineering school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=College%20of%20Engineering%20Dean's%20Suite&query_place_id=ChIJ4W92BllY54YRI9gCRy0IoQw,Engineering school
Lydia Patterson Institute,,,517 S Florence St,El Paso,Texas,US,https://lpi-elpaso.org/,(915) 533-8286,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lydia%20Patterson%20Institute&query_place_id=ChIJo1LgoRxZ54YRpN5M4mC3G24,High school
Radford School,,,2001 Radford St,El Paso,Texas,US,http://radfordschool.org/,(915) 565-2737,High school,Elementary school,Kindergarten,Middle school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Radford%20School&query_place_id=ChIJ57w5KSBa54YRFYk4DNTlDSE,High school
Hillside Elementary School,,,4500 Clifton Ave,El Paso,Texas,US,http://www.episd.org/,(915) 236-0100,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hillside%20Elementary%20School&query_place_id=ChIJFbzZMyZa54YRBSazf-8otho,Elementary school
El Paso Country Day School,,,220 E Cliff Dr,El Paso,Texas,US,http://epcds.org/,(915) 533-4492,Middle school,Elementary school,Kindergarten,Preschool,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Country%20Day%20School&query_place_id=ChIJ80Hrv4pX54YRiio4tgRK-AI,Middle school
Crockett Elementary School,,,3200 Wheeling Ave,El Paso,Texas,US,,(915) 236-8675,Elementary school,Middle school,School,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Crockett%20Elementary%20School&query_place_id=ChIJt7rC2ZJZ54YRpwtkP0JWpS0,Elementary school
El Paso High School,,,800 E Schuster Ave,El Paso,Texas,US,https://www.episd.org/elpaso,(915) 236-2500,High school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20High%20School&query_place_id=ChIJv4dJllNY54YRfIw-EfKffu4,High school
St. Clement's Parish School,,,600 Montana Ave,El Paso,Texas,US,http://www.stclements.org/,(915) 533-4248,Private educational institution,Middle school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Clement's%20Parish%20School&query_place_id=ChIJD6rz4v9Y54YR1FvhaCYBT_0,Private educational institution
Mesita Elementary School,,,3307 N Stanton St,El Paso,Texas,US,http://mesita.episd.org/,(915) 236-6850,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mesita%20Elementary%20School&query_place_id=ChIJlX7S2EZY54YRRIDHtXvJV30,Elementary school
Vilas Elementary School,,,220 Lawton Dr,El Paso,Texas,US,,(915) 236-6850,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vilas%20Elementary%20School&query_place_id=ChIJ_-EMbfdY54YRa5FUhSzYQDo,Elementary school
Austin High School,,,3500 Memphis Ave,El Paso,Texas,US,http://austin.episd.org/,(915) 236-4200,High school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Austin%20High%20School&query_place_id=ChIJx7YDBO5Z54YRDLuQVU00iJs,High school
Father Yermo Schools PreK-12,,,250 Washington St,El Paso,Texas,US,https://www.fatheryermoelpaso.org/,(915) 533-3185,General education school,Elementary school,High school,Middle school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Father%20Yermo%20Schools%20PreK-12&query_place_id=ChIJw_DO9dVb54YRuvR7qtrm8M0,General education school
Hawkins Elementary School,,,5816 Stephenson Ave,El Paso,Texas,US,http://hawkins.episd.org/,(915) 236-8900,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hawkins%20Elementary%20School&query_place_id=ChIJL2AlGjVa54YRRLblvaQTeEE,Elementary school
Bowie High School,,,801 S San Marcial St,El Paso,Texas,US,https://www.episd.org/bowie,(915) 236-7000,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bowie%20High%20School&query_place_id=ChIJ3ZNjKnRZ54YRqiRj_Rv60wo,High school
Frederick Douglass Elementary School,,,101 S Eucalyptus St,El Paso,Texas,US,,(915) 236-8750,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Frederick%20Douglass%20Elementary%20School&query_place_id=ChIJDxfmFwtZ54YRkRdAn0GhPPs,Elementary school
St. Joseph's School,,,1300 Lamar St,El Paso,Texas,US,http://stjoseph-school.org/,(915) 566-1661,Private educational institution,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St.%20Joseph's%20School&query_place_id=ChIJM1_X0o5Z54YRkl6STjc91f0,Private educational institution
Loretto Academy,,,1300 Hardaway St,El Paso,Texas,US,http://www.loretto.org/,(915) 566-8400,Girls' high school,High school,Middle school,Private educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Loretto%20Academy&query_place_id=ChIJLSw8bSZa54YRrrtVEZJF_Os,Girls' high school
St Patrick's Elementary School,,,1111 N Stanton St,El Paso,Texas,US,https://www.saintpatrickelpaso.org/,(915) 532-4142,Elementary school,Private educational institution,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St%20Patrick's%20Elementary%20School&query_place_id=ChIJ7fTuWP9Y54YRI-5hN5WmhkI,Elementary school
Cathedral High School,,,1309 N Stanton St,El Paso,Texas,US,http://www.cathedral-elpaso.org/,(915) 532-3238,High school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cathedral%20High%20School&query_place_id=ChIJKxUl4FVY54YRCZsA2X0RILI,High school
Lamar Elementary School,,,1440 E Cliff Dr,El Paso,Texas,US,http://lamar.episd.org/,(915) 236-3150,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lamar%20Elementary%20School&query_place_id=ChIJNQ3tMqxZ54YRElaR5GXaJ0w,Elementary school
Center for Career & Technology Education,4.8,57,1170 N Walnut St,El Paso,Texas,US,https://www.episd.org/o/ccte,(915) 236-7900,Institute of technology,Education center,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Center%20for%20Career%20%26%20Technology%20Education&query_place_id=ChIJ_XjfHLtZ54YRTaj6n82CtEg,Institute of technology
A Better Choice Education Program,5,61,800 E San Antonio Ave,El Paso,Texas,US,https://dwiclassestx.com/,(956) 359-6380,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A%20Better%20Choice%20Education%20Program&query_place_id=ChIJsdFXQZ1Z54YRSfvY_wYkScc,Educational institution
San Jacinto Adult Learning Center,4.4,62,1216 Olive Ave,El Paso,Texas,US,https://www.episd.org/sanjacinto,(915) 230-3200,Adult education school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=San%20Jacinto%20Adult%20Learning%20Center&query_place_id=ChIJh6xFTg9Z54YRMyZELXcDWN4,Adult education school
Utep Education Leadership,,,500 W University Ave,El Paso,Texas,US,http://academics.utep.edu/Default.aspx?alias=academics.utep.edu/edleadership,(915) 747-5300,College,Professional services,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Utep%20Education%20Leadership&query_place_id=ChIJy5y741tY54YR-U2sMJ25ARQ,College
Academic & Education Center,,,Alberta Ave,El Paso,Texas,US,,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Academic%20%26%20Education%20Center&query_place_id=ChIJg6uvX9Nb54YRTzZ1fR527B0,University
The J Center for Early Learning,4.4,13,4408 N Stanton St,El Paso,Texas,US,http://thejelpaso.org/,(915) 534-1234,Preschool,Child care agency,Education center,Learning center,Private educational institution,Religious school,School,School center,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20J%20Center%20for%20Early%20Learning&query_place_id=ChIJYykeOSRY54YRwcgjcsxTL4k,Preschool
"Medical Education Building, MEB",5,1,5001 El Paso Dr,El Paso,Texas,US,,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Medical%20Education%20Building%2C%20MEB&query_place_id=ChIJDy5c9YRb54YR2zwoxBKnn1I,University
EPISD Education Center - Boeing,,,1014 N Stanton St,El Paso,Texas,US,http://www.episd.org/,(915) 230-2000,High school,Board of education,Elementary school,Kindergarten,Middle school,Preschool,Public educational institution,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EPISD%20Education%20Center%20-%20Boeing&query_place_id=ChIJ3_KfNlla54YRKb-0HRL3GvM,High school
Hughey Elementary School,,,6201 Hughey Dr,El Paso,Texas,US,,(915) 236-0250,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hughey%20Elementary%20School&query_place_id=ChIJw0ANw0Va54YRyFrxKPrgzVY,Elementary school
Riverside Elementary School,,,218 Barker Rd,El Paso,Texas,US,https://www.yisd.net/riversideelementary,(915) 434-7600,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Riverside%20Elementary%20School&query_place_id=ChIJf3sRBtJb54YR3evuU4CE4wo,Elementary school
Ascarate Elementary School,,,7090 Alameda Ave,El Paso,Texas,US,,(915) 434-7400,Elementary school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ascarate%20Elementary%20School&query_place_id=ChIJcx2BmnVb54YRg3PugaWGsrk,Elementary school
Thomas Manor Elementary School,,,7900 Jersey St,El Paso,Texas,US,https://www.yisd.net/thomasmanor,(915) 434-7500,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Thomas%20Manor%20Elementary%20School&query_place_id=ChIJXbx7EJhc54YR9p1KLd-Ttvg,Elementary school
William H. Burges High School,,,7800 Edgemere Blvd,El Paso,Texas,US,https://www.episd.org/burges,(915) 236-7200,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=William%20H.%20Burges%20High%20School&query_place_id=ChIJI8g-ffxa54YRPzDhH9bVgBE,High school
El Paso Leadership Academy,,,1918 Texas Ave,El Paso,Texas,US,http://www.epleadershipacademy.org/,(915) 298-3900,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Leadership%20Academy&query_place_id=ChIJSVQdvKBZ54YRj3_ruZdBqGg,Middle school
Academic Opportunities Academy,,,817 E Missouri Ave,El Paso,Texas,US,,,Private educational institution,After school program,Elementary school,High school,Learning center,Middle school,Tutoring service,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Academic%20Opportunities%20Academy&query_place_id=ChIJhc618wBZ54YRIwp1II8VTvo,Private educational institution
Mesita ECDC At Vilas,,,220 Lawton Dr,El Paso,Texas,US,https://www.episd.org/o/meses/page/mesita-ecdc,(915) 236-6865,Elementary school,Kindergarten,Middle school,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mesita%20ECDC%20At%20Vilas&query_place_id=ChIJXTnybPdY54YRCK1NmtLcieY,Elementary school
Raymond Telles Academy,,,2851 Grant Ave,El Paso,Texas,US,http://episd.org/,(915) 236-7800,High school,Middle school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Raymond%20Telles%20Academy&query_place_id=ChIJ4X-iBf5Z54YR8IN4_YS6DxY,High school
EOTP LLC -Simulation LAB,,,1701 Bassett Ave Suite #112,El Paso,Texas,US,https://www.eotp911.com/,(915) 241-1911,Adult education school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=EOTP%20LLC%20-Simulation%20LAB&query_place_id=ChIJIfS5MWdZ54YRVe4XsGOjhOc,Adult education school
Wiggs Middle School,,,1300 Circle Dr,El Paso,Texas,US,http://wiggs.episd.org/,(915) 236-3600,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Wiggs%20Middle%20School&query_place_id=ChIJ16cdM82lToYRaoEOy0utYGw,Middle school
Paul L. Foster School of Medicine,4.5,44,5001 El Paso Dr,El Paso,Texas,US,https://ttuhscep.edu/som/,(915) 215-4360,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Paul%20L.%20Foster%20School%20of%20Medicine&query_place_id=ChIJt2Tf-dJb54YReNrp3IXkss4,University
UTEP Professional and Public Programs,,,101 W Robinson Ave,El Paso,Texas,US,https://www.utep.edu/extendeduniversity/professional-and-public-programs/,(915) 747-5142,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=UTEP%20Professional%20and%20Public%20Programs&query_place_id=ChIJ_SyRg-RZ54YRQD8p2Y-TqKI,University
El Paso Independent School District,3.4,20,1100 N Stanton St,El Paso,Texas,US,https://www.episd.org/,(915) 230-2000,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Independent%20School%20District&query_place_id=ChIJTYr_qXxZ54YRx-Gyy5PFzEs,School district office
Delta Academy,,,6400 Delta Dr,El Paso,Texas,US,https://www.episd.org/delta,(915) 774-0447,High school,Middle school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Delta%20Academy&query_place_id=ChIJcxEObbxb54YRFibsAk9iRrg,High school
"TTUHSCEP IA Department, Institutional Advancement Department",,,222 Rick Francis St,El Paso,Texas,US,,,University,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TTUHSCEP%20IA%20Department%2C%20Institutional%20Advancement%20Department&query_place_id=ChIJY3-8tG1b54YRrp0J1A0GTuM,University
Texas Alcohol Education Services,,,7501 Lockheed Dr,El Paso,Texas,US,,(915) 204-4045,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Texas%20Alcohol%20Education%20Services&query_place_id=ChIJS80n2Pla54YRq7kOabE9HZo,Educational institution
Sound Word Worship Center,,,4026 N Mesa St,El Paso,Texas,US,https://soundwordworshipcenter.com/,(915) 307-6983,Church,Christian church,Place of worship,Religious organization,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sound%20Word%20Worship%20Center&query_place_id=ChIJAQAAfAX43YYRr4qZhFphsZA,Church
The Potter's House Christian Fellowship Church,4.9,57,5001 Montana Ave,El Paso,Texas,US,,(915) 205-8756,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Potter's%20House%20Christian%20Fellowship%20Church&query_place_id=ChIJrzYdNWZb54YR_RmOQIUAoD0,Christian church
Grace Christian Center,4.5,51,820 N Raynor St,El Paso,Texas,US,,(915) 544-7400,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Grace%20Christian%20Center&query_place_id=ChIJpQXSQtVb54YROoCIUzs7bc0,Church
World Victory Center,5,9,3224 Fort Blvd,El Paso,Texas,US,https://www.worldvictorycenter.org/,,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=World%20Victory%20Center&query_place_id=ChIJESzkEC5Z54YRXnPIaAYiKDU,Christian church
Cross of Grace Church,4.4,55,4700 Leeds Ave,El Paso,Texas,US,http://www.crossofgrace.net/,(915) 562-7100,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cross%20of%20Grace%20Church&query_place_id=ChIJn9DDqxha54YRBu10WjoFkwA,Church
Bethel International Pentacostal Fellowship Inc.,4.9,13,4332 E Missouri Ave,El Paso,Texas,US,,(915) 566-6437,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bethel%20International%20Pentacostal%20Fellowship%20Inc.&query_place_id=ChIJYXyg8yla54YRFolrgkzWQi0,Church
Old Paths Christian Church,4.7,15,3501 Morehead Ave,El Paso,Texas,US,,(915) 478-9417,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Old%20Paths%20Christian%20Church&query_place_id=ChIJvwwu0vpZ54YR-6cf_WnOm3E,Church
Church of St. Clement,4.6,55,810 N Campbell St,El Paso,Texas,US,http://www.stclements.com/,(915) 533-4915,Anglican church,Catholic church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Church%20of%20St.%20Clement&query_place_id=ChIJ9yRf1v9Y54YRiJeGKdPS0Hg,Anglican church
Unity El Paso,4.7,33,1420 Alabama St,El Paso,Texas,US,http://www.unityelpaso.org/,(915) 566-5544,Unity church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Unity%20El%20Paso&query_place_id=ChIJkSqlOb5Z54YRK0wwS1e95XE,Unity church
The Church In El Paso - Central District,5,3,1401 Montana Ave,El Paso,Texas,US,,,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Church%20In%20El%20Paso%20-%20Central%20District&query_place_id=ChIJv7UVTqBZ54YRymc7ks4FsFk,Christian church
New Beginning,4.7,3,3000 Fort Blvd,El Paso,Texas,US,https://www.facebook.com/nuevocomienzoep?mibextid=ZbWKwL,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=New%20Beginning&query_place_id=ChIJjcZeNw9Z54YRyvIlj3dRl20,Church
TruChurch Calvary Chapel,5,1,1501 Sun Bowl Dr,El Paso,Texas,US,https://www.truchurchep.org/,(915) 224-0077,Christian church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=TruChurch%20Calvary%20Chapel&query_place_id=ChIJx5k00QT53YYRfm0uL9DNqVU,Christian church
El Paso Holiness Church,5,1,,El Paso,Texas,US,,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Holiness%20Church&query_place_id=ChIJ2_IESu5Z54YR_LhbhF0AiTc,Church
Sun City Church,5,7,2800 San Diego Ave,El Paso,Texas,US,http://suncityep.com/,,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20City%20Church&query_place_id=ChIJVXmEm2BH54YRoD5Y2PVppME,Church
Enough Grace Ministry,5,1,4600 La Luz Ave,El Paso,Texas,US,,(915) 494-0720,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Enough%20Grace%20Ministry&query_place_id=ChIJ7zm_WO9b54YRjVR9NsFOvGM,Church
Congregacion Amor De Dios,4.8,17,1620 Myrtle Ave,El Paso,Texas,US,https://congregacionamordedios.org/,(915) 532-2311,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Congregacion%20Amor%20De%20Dios&query_place_id=ChIJGz-OvwlZ54YR1g_rUWQmhdA,Church
El Paso Church of God,4.8,6,2400 Federal Ave,El Paso,Texas,US,http://www.churchofgod.org/,(516) 909-8152,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Church%20of%20God&query_place_id=ChIJj0DrXb9Z54YRTf3GY9L1Kzw,Church
Faith Tabernacle Church,4.8,13,3927 Bliss Ave,El Paso,Texas,US,,(915) 303-0377,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Faith%20Tabernacle%20Church&query_place_id=ChIJAzyeQYlZ54YRh6AbR6LE5Lo,Church
